obs	sector	hdd	choice	conv_year	house_type	constr_year	nb_rooms	nb_pers	own_rent	surface	age	income	op_cost.1	op_cost.2	op_cost.3	op_cost.4	op_cost.5	op_cost.6	op_cost.7	op_cost.8	op_cost.9	fix_cost.1	fix_cost.2	fix_cost.3	fix_cost.4	fix_cost.5	fix_cost.6	fix_cost.7	fix_cost.8	fix_cost.9	cost_inc1	cost_inc2	cost_inc3	cost_inc4	cost_inc5	cost_inc6	cost_inc7	cost_inc8	cost_inc9	avail.1	avail.2	avail.3	avail.4	avail.5	avail.6	avail.7	avail.8	avail.9
2614	1	5.435	7	5	2	4	9	4	1	2.25	4.8	7.5	0	0	2.201719	2.072124	2.608765	2.495281	1.960809	1.191203	1.768408	0	0	1.22909	0.996832	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	9.218175	7.47624	7.362839	5.620903	4.364445	4.417069	5.128263	0	0	1	1	1	1	1	1	1
2615	1	5.435	7	5	2	4	9	4	1	1.75	4.2	2.75	1.57293	1.603564	1.981518	1.869955	2.360384	2.262691	1.760909	1.038374	1.580275	0.880752	0.865913	1.22909	0.996832	0.981712	0.749454	0.224279	0.588943	0.683768	2.422067	2.38126	3.379997	2.741288	2.699708	2.060998	0.6167671	1.619592	1.880363	1	1	1	1	1	1	1	1	1
2616	1	5.435	7	0	2	11	5	5	1	2.25	4.2	5.5	0	0	1.842967	1.675143	2.145571	1.996641	1.588528	1.029963	1.448887	0	0	1.226382	0.994124	0.981712	0.749454	0.229965	0.588943	0.683768	0	0	6.745102	5.467683	5.399415	4.121996	1.264809	3.239184	3.760726	0	0	1	1	1	1	1	1	1
2617	1	5.435	7	0	13	10	3	1	2	0.8	7.2	1.25	0.668369	0.675517	0.776204	0.742047	0.9029	0.872589	0.713123	0.494868	0.658559	0.859461	0.846558	1.102448	0.973415	0.859131	0.730099	0.085512	0.569588	0.664414	1.074327	1.058198	1.37806	1.216769	1.073914	0.9126237	0.1068904	0.7119846	0.830517	1	1	1	1	1	1	1	1	1
2618	1	5.435	7	0	13	9	4	1	2	0.3	3.8	1.25	0	0	0.815676	0.78152	0.952807	0.922496	0.74828	0.509838	0.68867	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	1.499874	1.233745	1.194882	0.9287528	0.1478969	0.7281136	0.8466461	0	0	1	1	1	1	1	1	1
2619	1	5.435	7	0	13	11	4	1	2	1.25	3.8	2.25	0	0	0.870578	0.836421	1.022222	0.991911	0.79718	0.530659	0.73055	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	2.699773	2.22074	2.150787	1.671755	0.2662144	1.310605	1.523963	0	0	1	1	1	1	1	1	1
2620	1	5.435	7	0	2	10	7	4	1	1.75	3.2	7.5	0	0	1.845546	1.720173	2.165564	2.054305	1.628056	1.044666	1.482208	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	9.208021	7.466085	7.362839	5.620903	1.383563	4.417069	5.128263	0	0	1	1	1	1	1	1	1
2621	1	5.435	7	0	2	10	5	4	1	1.25	3.2	2.75	0	0	1.697202	1.563536	1.976574	1.857957	1.487192	0.979741	1.360329	0	0	1.200576	0.987673	0.955905	0.743002	0.223514	0.582491	0.677317	0	0	3.301584	2.7161	2.62874	2.043256	0.6146624	1.60185	1.862621	0	0	1	1	1	1	1	1	1
2622	1	5.435	7	0	2	11	7	3	1	1.75	6.8	3.75	0	0	1.777968	1.678458	2.100651	2.012344	1.582327	0.993782	1.435191	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	4.604011	3.733043	3.68142	2.810452	0.6917813	2.208534	2.564132	0	0	1	1	1	1	1	1	1
2623	1	5.435	7	0	13	9	5	4	2	0.8	4.8	2.75	1.117623	1.145595	1.398449	1.264784	1.610654	1.492037	1.211704	0.828024	1.115784	0.859461	0.846558	1.103802	0.974769	0.859131	0.730099	0.125316	0.569588	0.664414	2.363519	2.328035	3.035455	2.680616	2.362611	2.007772	0.3446197	1.566366	1.827137	1	1	1	1	1	1	1	1	1
2624	1	5.435	7	0	2	9	6	3	1	1.75	2.8	4.5	1.272435	1.291103	1.545499	1.456292	1.820058	1.740894	1.376933	0.878794	1.252398	0.872365	0.859461	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	3.92564	3.867576	5.405637	4.447573	4.301574	3.34351	0.7115465	2.621209	3.047926	1	1	1	1	1	1	1	1	1
2625	1	5.435	7	0	2	10	4	2	1	2.25	4.2	3.25	0	0	1.254192	1.188839	1.470675	1.412679	1.130808	0.745023	1.034362	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	3.899671	3.207736	3.106693	2.414757	0.3845319	1.893095	2.20128	0	0	1	1	1	1	1	1	1
2626	1	5.435	7	0	2	11	6	2	1	1.25	4.2	7.5	0	0	1.61494	1.549586	1.906818	1.848822	1.468004	0.946794	1.337701	0	0	1.227059	0.994801	0.981712	0.749454	0.266926	0.588943	0.683768	0	0	9.202944	7.461009	7.362839	5.620903	2.001945	4.417069	5.128263	0	0	1	1	1	1	1	1	1
2627	1	5.435	7	0	2	10	6	3	1	1.75	2.8	4.5	0	0	1.601199	1.501689	1.87715	1.788843	1.424881	0.926742	1.300346	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	5.521766	4.476605	4.417704	3.372542	0.7405787	2.650241	3.076958	0	0	1	1	1	1	1	1	1
2628	1	5.435	7	0	13	9	3	2	2	1.25	2.1	2.25	0	0	0.867489	0.81244	0.99658	0.947728	0.786845	0.566651	0.731797	0	0	1.199222	0.986319	0.955905	0.743002	0.098416	0.582491	0.677317	0	0	2.698249	2.219217	2.150787	1.671755	0.221435	1.310605	1.523963	0	0	1	1	1	1	1	1	1
2629	1	5.435	7	7	2	6	10	4	1	0.8	3.8	3.25	0	0	2.232261	2.098595	2.647928	2.52931	1.96786	1.199427	1.775751	0	0	1.203961	0.991057	0.955905	0.743002	0.237729	0.582491	0.677317	0	0	3.912872	3.220936	3.106693	2.414757	0.7726202	1.893095	2.20128	0	0	1	1	1	1	1	1	1
2630	1	5.435	7	0	2	10	6	4	1	1.75	4.8	4.5	1.493967	1.521939	1.841616	1.707949	2.154011	2.035392	1.619917	1.051274	1.477756	0.880752	0.865913	1.227059	0.994801	0.981712	0.749454	0.581926	0.588943	0.683768	3.963382	3.896608	5.521766	4.476605	4.417704	3.372542	2.618667	2.650241	3.076958	1	1	1	1	1	1	1	1	1
2631	1	5.435	7	0	2	11	7	5	1	1.25	4.2	4.5	0	0	2.034973	1.867149	2.366217	2.217287	1.777136	1.174721	1.626532	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	5.524813	4.479651	4.417704	3.372542	0.8301376	2.650241	3.076958	0	0	1	1	1	1	1	1	1
2632	1	5.435	7	0	2	9	3	2	2	0.8	7.2	2.75	0	0	1.039734	0.974381	1.211334	1.153339	0.9304	0.625274	0.854119	0	0	1.199222	0.986319	0.955905	0.743002	0.098416	0.582491	0.677317	0	0	3.29786	2.712377	2.62874	2.043256	0.2706428	1.60185	1.862621	0	0	1	1	1	1	1	1	1
2633	1	5.435	7	0	2	9	5	4	1	0.3	2.8	1.75	0	0	1.662289	1.528624	1.905803	1.787186	1.477272	1.053107	1.371231	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	2.146169	1.739717	1.717996	1.311544	0.2531744	1.030649	1.196595	0	0	1	1	1	1	1	1	1
2634	1	5.435	7	0	13	11	4	1	1	0.8	3.2	1.75	0	0	0.836251	0.802094	0.978821	0.94851	0.766606	0.517641	0.704364	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	2.099823	1.727242	1.672835	1.300254	0.2070557	1.019359	1.185305	0	0	1	1	1	1	1	1	1
2635	1	5.435	7	0	2	9	6	5	1	1.75	3.2	1.25	0	0	1.835707	1.686483	2.134191	2.001767	1.605955	1.064223	1.470522	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	1.533824	1.243501	1.22714	0.9368173	0.2057163	0.7361782	0.8547106	0	0	1	1	1	1	1	1	1
2636	1	5.435	7	0	2	10	8	4	1	2.25	3.8	7.5	0	0	2.044985	1.911317	2.422953	2.304334	1.791661	1.089988	1.616243	0	0	1.228413	0.996155	0.981712	0.749454	0.340848	0.588943	0.683768	0	0	9.213099	7.471163	7.362839	5.620903	2.556357	4.417069	5.128263	0	0	1	1	1	1	1	1	1
2637	1	5.435	7	0	2	10	7	3	1	2.25	3.2	4.5	1.407127	1.427951	1.719795	1.620284	2.032252	1.943944	1.526414	0.954958	1.38355	0.880752	0.865913	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	3.963382	3.896608	5.524813	4.479651	4.417704	3.372542	0.8301376	2.650241	3.076958	1	1	1	1	1	1	1	1	1
2638	1	5.435	7	6	2	2	7	4	1	1.75	3.2	4.5	0	0	1.930019	1.810414	2.251824	2.147088	1.739287	1.152081	1.592486	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	5.524813	4.479651	4.417704	3.372542	0.8301376	2.650241	3.076958	0	0	1	1	1	1	1	1	1
2639	1	5.435	7	0	2	9	5	4	1	0.8	3.2	5.5	0	0	1.53104	1.397373	1.773142	1.654523	1.333899	0.895073	1.224192	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	6.745102	5.467683	5.399415	4.121996	0.795691	3.239184	3.760726	0	0	1	1	1	1	1	1	1
2640	1	5.435	7	0	2	9	4	3	2	0.8	3.2	7.5	0	0	1.217286	1.126069	1.415294	1.334346	1.074081	0.717867	0.985027	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	8.999242	7.402467	7.169291	5.572516	0.8873814	4.368682	5.079876	0	0	1	1	1	1	1	1	1
2641	1	5.435	7	0	2	10	8	4	1	2.25	3.2	7.5	0	0	2.196582	2.062914	2.581341	2.462722	1.953158	1.255741	1.778804	0	0	1.202607	0.989703	0.955905	0.743002	0.334396	0.582491	0.677317	0	0	9.019549	7.422776	7.169291	5.572516	2.50797	4.368682	5.079876	0	0	1	1	1	1	1	1	1
2642	1	5.435	7	0	13	10	4	1	2	0.8	2.8	3.75	0.712109	0.719257	0.830704	0.796547	0.971807	0.941496	0.761665	0.515537	0.700133	0.872365	0.859461	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	3.271367	3.22298	4.499621	3.701234	3.584646	2.786258	0.4436907	2.184341	2.539938	1	1	1	1	1	1	1	1	1
2643	1	5.636	7	0	13	10	5	3	2	0.8	2.8	2.75	0	0	1.337492	1.256581	1.558493	1.486691	1.200401	0.808569	1.102443	0	0	1.200576	0.987673	0.955905	0.743002	0.223514	0.582491	0.677317	0	0	3.301584	2.7161	2.62874	2.043256	0.6146624	1.60185	1.862621	0	0	1	1	1	1	1	1	1
2644	1	5.636	7	7	2	1	8	4	1	1.75	3.8	3.25	0	0	2.005195	1.875601	2.364385	2.250902	1.780952	1.104253	1.611777	0	0	1.202607	0.989703	0.955905	0.743002	0.197925	0.582491	0.677317	0	0	3.908472	3.216536	3.106693	2.414757	0.6432574	1.893095	2.20128	0	0	1	1	1	1	1	1	1
2645	1	5.636	7	0	2	9	6	4	1	1.25	3.2	2.75	0	0	1.733444	1.599778	2.017243	1.898626	1.523571	1.010249	1.39524	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	3.303445	2.717961	2.62874	2.043256	0.434834	1.60185	1.862621	0	0	1	1	1	1	1	1	1
2646	1	5.636	7	7	2	2	6	2	1	1.25	5.3	3.25	0	0	1.544463	1.491091	1.823543	1.776806	1.425847	0.920487	1.299507	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	3.904072	3.212136	3.106693	2.414757	0.5138947	1.893095	2.20128	0	0	1	1	1	1	1	1	1
2647	1	5.636	7	7	2	3	9	2	1	2.25	5.3	2.25	0	0	1.857254	1.793893	2.230847	2.175362	1.685558	0.980272	1.509237	0	0	1.22909	0.996832	0.981712	0.749454	0.224279	0.588943	0.683768	0	0	2.765453	2.242872	2.208852	1.686271	0.5046276	1.325121	1.538479	0	0	1	1	1	1	1	1	1
2648	1	5.636	7	0	13	11	4	2	2	0.8	2.1	3.25	0	0	0.867783	0.821028	1.013843	0.972352	0.783547	0.525139	0.718945	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	3.899671	3.207736	3.106693	2.414757	0.3845319	1.893095	2.20128	0	0	1	1	1	1	1	1	1
2649	1	5.636	7	7	2	5	9	3	1	1.75	3.8	4.5	0	0	2.230118	2.133639	2.643912	2.559427	2.026874	1.260031	1.835164	0	0	1.203284	0.99038	0.955905	0.743002	0.371357	0.582491	0.677317	0	0	5.414776	4.456712	4.301574	3.34351	1.671105	2.621209	3.047926	0	0	1	1	1	1	1	1	1
2650	1	5.636	7	7	2	4	9	3	1	2.25	5.3	4.5	0	0	2.072596	1.976118	2.460993	2.376508	1.87246	1.146662	1.69101	0	0	1.203284	0.99038	0.955905	0.743002	0.217827	0.582491	0.677317	0	0	5.414776	4.456712	4.301574	3.34351	0.980223	2.621209	3.047926	0	0	1	1	1	1	1	1	1
2651	1	5.636	7	0	13	11	4	3	2	0.8	2.8	2.75	0	0	1.100356	1.009141	1.2623	1.181354	0.974033	0.690282	0.903095	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	3.37069	2.73198	2.699708	2.060998	0.3431151	1.619592	1.880363	0	0	1	1	1	1	1	1	1
2652	1	5.636	7	0	13	11	4	2	2	1.25	3.2	7.5	0	0	0.983476	0.928426	1.143228	1.094375	0.890152	0.610642	0.820275	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	8.999242	7.402467	7.169291	5.572516	0.8873814	4.368682	5.079876	0	0	1	1	1	1	1	1	1
2653	1	5.636	7	0	2	10	12	6	1	2.25	4.8	2.25	0	0	2.936109	2.744434	3.485142	3.315046	2.567624	1.544658	2.311882	0	0	1.231121	0.998863	0.981712	0.749454	0.488691	0.588943	0.683768	0	0	2.770022	2.247441	2.208852	1.686271	1.099554	1.325121	1.538479	0	0	1	1	1	1	1	1	1
2654	1	5.636	7	0	2	10	6	4	1	2.25	3.8	4.5	0	0	1.730628	1.605256	2.025421	1.914163	1.521602	0.98432	1.387281	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	5.521766	4.476605	4.417704	3.372542	0.7405787	2.650241	3.076958	0	0	1	1	1	1	1	1	1
2655	1	5.636	7	0	2	11	5	5	1	3.25	3.2	3.75	0	0	1.760669	1.592846	2.041518	1.892588	1.515228	0.99875	1.386108	0	0	1.226382	0.994124	0.981712	0.749454	0.586828	0.588943	0.683768	0	0	4.598934	3.727966	3.68142	2.810452	2.200605	2.208534	2.564132	0	0	1	1	1	1	1	1	1
2656	1	5.636	7	0	2	11	6	5	1	2.25	3.2	3.25	0	0	1.807966	1.648437	2.107901	1.966333	1.561992	1.008588	1.423641	0	0	1.201253	0.98835	0.955905	0.743002	0.580376	0.582491	0.677317	0	0	3.904072	3.212136	3.106693	2.414757	1.886223	1.893095	2.20128	0	0	1	1	1	1	1	1	1
2657	1	5.636	7	0	2	9	6	4	1	1.25	2.8	3.75	0	0	1.763035	1.637663	2.066395	1.955138	1.550466	0.99661	1.412002	0	0	1.201253	0.98835	0.955905	0.743002	0.260474	0.582491	0.677317	0	0	4.504698	3.706311	3.584646	2.786258	0.9767789	2.184341	2.539938	0	0	1	1	1	1	1	1	1
2658	1	5.636	7	0	2	9	5	4	1	1.25	3.8	4.5	0	0	1.612389	1.487016	1.866259	1.755001	1.423972	0.970907	1.310706	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	5.402591	4.444527	4.301574	3.34351	0.6219877	2.621209	3.047926	0	0	1	1	1	1	1	1	1
2659	1	5.636	7	0	2	9	5	2	1	2.25	4.8	2.75	0	0	1.31031	1.263555	1.556392	1.514901	1.191192	0.748145	1.08043	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	3.301584	2.7161	2.62874	2.043256	0.3801036	1.60185	1.862621	0	0	1	1	1	1	1	1	1
2660	1	5.636	7	0	2	11	6	1	1	2.25	2.8	7.5	0	0	1.348098	1.313942	1.609016	1.578705	1.235993	0.766937	1.118729	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	9.202944	7.461009	7.362839	5.620903	1.234298	4.417069	5.128263	0	0	1	1	1	1	1	1	1
2661	1	5.636	7	0	3	11	6	2	2	1.25	4.8	4.5	0	0	1.310445	1.263689	1.563218	1.521727	1.186017	0.726545	1.071149	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	5.405637	4.447573	4.301574	3.34351	0.7115465	2.621209	3.047926	0	0	1	1	1	1	1	1	1
2662	1	5.636	7	0	2	11	6	2	1	1.75	3.2	3.75	0	0	1.418233	1.361174	1.684666	1.634031	1.281555	0.799137	1.16095	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	4.504698	3.706311	3.584646	2.786258	0.5929554	2.184341	2.539938	0	0	1	1	1	1	1	1	1
2663	1	5.636	7	0	2	11	5	2	1	1.75	2.1	1.75	0	0	1.302711	1.247663	1.552012	1.503161	1.170393	0.714947	1.056531	0	0	1.200576	0.987673	0.955905	0.743002	0.223514	0.582491	0.677317	0	0	2.101008	1.728427	1.672835	1.300254	0.3911488	1.019359	1.185305	0	0	1	1	1	1	1	1	1
2664	1	5.636	7	0	2	9	5	4	1	1.75	3.2	2.75	0	0	1.63042	1.496754	1.886984	1.768366	1.431808	0.971176	1.31665	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	3.301584	2.7161	2.62874	2.043256	0.3801036	1.60185	1.862621	0	0	1	1	1	1	1	1	1
2665	1	5.636	7	0	13	9	4	1	2	0.3	2.1	2.75	0	0	0.732847	0.698689	0.85914	0.828827	0.665709	0.442457	0.609896	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	3.37069	2.73198	2.699708	2.060998	0.3431151	1.619592	1.880363	0	0	1	1	1	1	1	1	1
2666	1	5.636	7	7	2	7	7	2	1	0.8	3.2	2.75	0	0	1.456254	1.399196	1.74455	1.693915	1.306027	0.775141	1.173306	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	3.376274	2.737565	2.699708	2.060998	0.5073063	1.619592	1.880363	0	0	1	1	1	1	1	1	1
2667	1	5.636	7	0	3	9	8	4	1	1.75	2.8	4.5	0	0	1.926418	1.803055	2.286376	2.176901	1.687719	1.018197	1.520339	0	0	1.202607	0.989703	0.955905	0.743002	0.334396	0.582491	0.677317	0	0	5.41173	4.453665	4.301574	3.34351	1.504782	2.621209	3.047926	0	0	1	1	1	1	1	1	1
2668	1	5.636	7	5	2	4	7	5	1	3.25	3.2	4.5	0	0	2.08694	1.924229	2.446364	2.303881	1.831381	1.15101	1.661288	0	0	1.227736	0.995478	0.981712	0.749454	0.912808	0.588943	0.683768	0	0	5.524813	4.479651	4.417704	3.372542	4.107637	2.650241	3.076958	0	0	1	1	1	1	1	1	1
2669	1	5.636	7	0	2	10	10	4	2	2.25	2.8	3.25	0	0	2.353251	2.219585	2.784582	2.665965	2.088604	1.298394	1.891051	0	0	1.229767	0.997509	0.981712	0.749454	0.244181	0.588943	0.683768	0	0	3.996742	3.241904	3.190564	2.435725	0.7935879	1.914063	2.222248	0	0	1	1	1	1	1	1	1
2670	1	5.636	7	0	2	9	4	4	1	1.25	4.2	5.5	0	0	1.434852	1.301185	1.653243	1.534625	1.246859	0.853006	1.148396	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	6.741379	5.46396	5.399415	4.121996	0.6862302	3.239184	3.760726	0	0	1	1	1	1	1	1	1
2671	1	5.636	7	0	2	9	6	3	1	1.75	6.2	2.75	0	0	1.627145	1.527636	1.91511	1.826804	1.443893	0.919819	1.312874	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	3.303445	2.717961	2.62874	2.043256	0.434834	1.60185	1.862621	0	0	1	1	1	1	1	1	1
2672	1	5.636	7	0	2	10	9	6	1	2.25	6.8	5.5	0	0	2.648347	2.446367	3.103463	2.924222	2.313241	1.477017	2.104185	0	0	1.203284	0.99038	0.955905	0.743002	0.371357	0.582491	0.677317	0	0	6.61806	5.447092	5.25748	4.086512	2.042462	3.2037	3.725243	0	0	1	1	1	1	1	1	1
2673	1	5.636	7	0	4	10	4	4	1	2.25	4.2	2.75	0	0	1.493657	1.359991	1.714066	1.595448	1.309996	0.919309	1.212324	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	3.37069	2.73198	2.699708	2.060998	0.3431151	1.619592	1.880363	0	0	1	1	1	1	1	1	1
2674	1	5.636	7	0	2	9	5	2	1	1.75	3.8	1.75	0	0	1.386922	1.32157	1.644125	1.58613	1.244552	0.77705	1.127677	0	0	1.226382	0.994124	0.981712	0.749454	0.229965	0.588943	0.683768	0	0	2.146169	1.739717	1.717996	1.311544	0.4024391	1.030649	1.196595	0	0	1	1	1	1	1	1	1
2675	1	5.636	7	0	2	10	7	6	1	1.25	3.8	2.25	0	0	2.155467	1.953488	2.496607	2.317367	1.861261	1.237007	1.705197	0	0	1.20193	0.989026	0.955905	0.743002	0.178023	0.582491	0.677317	0	0	2.704342	2.22531	2.150787	1.671755	0.4005527	1.310605	1.523963	0	0	1	1	1	1	1	1	1
2676	1	5.636	7	6	2	6	4	4	1	3.25	4.2	3.75	0	0	1.590669	1.457003	1.841878	1.72326	1.392304	0.939339	1.279063	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	4.499621	3.701234	3.584646	2.786258	0.4436907	2.184341	2.539938	0	0	1	1	1	1	1	1	1
2677	1	5.636	7	0	2	11	9	4	1	3.25	4.2	7.5	0	0	2.163112	2.028938	2.589724	2.461528	1.820518	1.099798	1.640338	0	0	1.22909	0.996832	0.981712	0.749454	0.224279	0.588943	0.683768	0	0	9.218175	7.47624	7.362839	5.620903	1.682092	4.417069	5.128263	0	0	1	1	1	1	1	1	1
2678	1	5.636	7	0	2	10	9	6	1	1.75	3.2	4.5	1.839546	1.881815	2.340857	2.138877	2.747971	2.568731	2.012893	1.252141	1.822705	0.872365	0.859461	1.203284	0.99038	0.955905	0.743002	0.217827	0.582491	0.677317	3.92564	3.867576	5.414776	4.456712	4.301574	3.34351	0.980223	2.621209	3.047926	1	1	1	1	1	1	1	1	1
2679	1	5.636	7	0	2	9	8	5	1	1.75	4.2	4.5	0	0	2.663604	2.504075	3.069478	2.927909	2.419735	1.724221	2.245857	0	0	1.202607	0.989703	0.955905	0.743002	0.197925	0.582491	0.677317	0	0	5.41173	4.453665	4.301574	3.34351	0.8906641	2.621209	3.047926	0	0	1	1	1	1	1	1	1
2680	1	5.636	7	7	2	3	8	4	1	0.8	2.1	1.25	0	0	2.00449	1.884887	2.36652	2.261785	1.789975	1.110598	1.620131	0	0	1.228413	0.996155	0.981712	0.749454	0.340848	0.588943	0.683768	0	0	1.535516	1.245194	1.22714	0.9368173	0.4260595	0.7361782	0.8547106	0	0	1	1	1	1	1	1	1
2681	1	5.636	7	6	2	6	6	2	1	0.8	2.8	3.25	0	0	1.539128	1.473775	1.825783	1.767788	1.388695	0.869848	1.258984	0	0	1.201253	0.98835	0.955905	0.743002	0.260474	0.582491	0.677317	0	0	3.904072	3.212136	3.106693	2.414757	0.8465417	1.893095	2.20128	0	0	1	1	1	1	1	1	1
2682	1	5.636	7	5	13	3	9	4	1	0.8	3.2	3.25	0	0	1.944517	1.814922	2.287846	2.174363	1.726276	1.081059	1.564972	0	0	1.22909	0.996832	0.981712	0.749454	0.726534	0.588943	0.683768	0	0	3.994543	3.239704	3.190564	2.435725	2.361235	1.914063	2.222248	0	0	1	1	1	1	1	1	1
2683	1	5.636	7	0	2	9	6	4	1	2.25	5.3	1.75	0	0	1.863196	1.737825	2.193035	2.081779	1.639678	1.034595	1.488407	0	0	1.227059	0.994801	0.981712	0.749454	0.912808	0.588943	0.683768	0	0	2.147354	1.740902	1.717996	1.311544	1.597415	1.030649	1.196595	0	0	1	1	1	1	1	1	1
2684	1	5.636	7	0	2	11	8	5	1	3.25	4.2	7.5	0	0	2.334809	2.175279	2.725273	2.583703	2.070011	1.366943	1.894244	0	0	1.228413	0.996155	0.981712	0.749454	0.204377	0.588943	0.683768	0	0	9.213099	7.471163	7.362839	5.620903	1.532827	4.417069	5.128263	0	0	1	1	1	1	1	1	1
2685	1	5.636	7	0	2	9	8	2	1	1.75	4.2	2.25	0	0	1.722023	1.666974	2.061772	2.012921	1.560092	0.940325	1.40515	0	0	1.202607	0.989703	0.955905	0.743002	0.197925	0.582491	0.677317	0	0	2.705865	2.226833	2.150787	1.671755	0.4453321	1.310605	1.523963	0	0	1	1	1	1	1	1	1
2686	1	5.636	7	0	2	9	5	3	1	3.25	5.3	4.5	0	0	1.646531	1.547021	1.939621	1.851313	1.461159	0.927172	1.327663	0	0	1.200576	0.987673	0.955905	0.743002	0.223514	0.582491	0.677317	0	0	5.402591	4.444527	4.301574	3.34351	1.005811	2.621209	3.047926	0	0	1	1	1	1	1	1	1
2687	1	5.636	7	6	2	4	7	4	1	0.8	3.2	2.25	0	0	1.834676	1.705082	2.144313	2.030831	1.631242	1.05586	1.487397	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	2.762406	2.239826	2.208852	1.686271	0.4150688	1.325121	1.538479	0	0	1	1	1	1	1	1	1
2688	1	5.636	7	0	2	9	5	4	1	0.8	3.2	2.75	0	0	1.561737	1.428072	1.805298	1.686681	1.366535	0.928366	1.256993	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	3.372551	2.733842	2.699708	2.060998	0.3978455	1.619592	1.880363	0	0	1	1	1	1	1	1	1
2689	1	6.908	7	0	2	11	5	3	1	0.8	4.2	7.5	0	0	1.484988	1.393771	1.741954	1.661007	1.321912	0.857808	1.205886	0	0	1.200576	0.987673	0.955905	0.743002	0.223514	0.582491	0.677317	0	0	9.004318	7.407545	7.169291	5.572516	1.676352	4.368682	5.079876	0	0	1	1	1	1	1	1	1
2690	1	6.908	7	0	2	9	9	3	2	0.8	3.2	1.75	0	0	1.919619	1.830414	2.315952	2.23679	1.691968	0.946294	1.50555	0	0	1.203284	0.99038	0.955905	0.743002	0.430867	0.582491	0.677317	0	0	2.105746	1.733166	1.672835	1.300254	0.7540164	1.019359	1.185305	0	0	1	1	1	1	1	1	1
2691	1	6.908	7	7	2	5	4	2	1	1.75	5.8	3.25	0	0	1.142077	1.086757	1.346595	1.298152	1.036709	0.660248	0.942594	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	3.983542	3.228703	3.190564	2.435725	0.4054997	1.914063	2.222248	0	0	1	1	1	1	1	1	1
2692	1	6.908	7	7	2	4	5	4	1	1.25	4.2	3.75	0	0	1.577327	1.447733	1.82468	1.711196	1.395413	0.940706	1.281737	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	4.502159	3.703772	3.584646	2.786258	0.5183231	2.184341	2.539938	0	0	1	1	1	1	1	1	1
